date_batch,studio_name,city,catalog_url,telegram_url,skip_reason,send_today,draft_message,note_for_human
2026-09-05,Фотостудия High Minimals,Санкт-Петербург,https://www.studiorent.ru/studios/197493/,https://t.me/highminimals,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Фотостудия High Minimals (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 3; Telegram из блока связи с предзаполненным текстом; evidence: pb/studios/?raion_spb[]=1098"">Василеостровский</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 10 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,TactiXIQ Content Studio,Санкт-Петербург,https://www.studiorent.ru/studios/175447/,https://t.me/TactiXIQStudio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в TactiXIQ Content Studio (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: ref=""/spb/studios/?raion_spb[]=1101"">Кировский</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 10 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,Phollond Media / Фоллонд Медиа,Санкт-Петербург,https://www.studiorent.ru/studios/184934/,https://t.me/papkadjo,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Phollond Media / Фоллонд Медиа (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 2; Telegram из блока связи с предзаполненным текстом; evidence: %B0%D0%BB+Phollond+Media+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F184934%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,Nimyata / Нимята,Санкт-Петербург,https://www.studiorent.ru/studios/177702/,https://t.me/nimyata_studio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Nimyata / Нимята (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 3; Telegram из блока связи с предзаполненным текстом; evidence: 0%B7%D0%B0%D0%BB+Nimyata+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F177702%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,Твой момент,Санкт-Петербург,https://www.studiorent.ru/studios/209134/,https://t.me/tvoymoment_client,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Твой момент (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 2; Telegram из блока связи с предзаполненным текстом; evidence: f=""/spb/studios/?raion_spb[]=1114"">Центральный</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 11 до 23</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,SM STUDIO,Санкт-Петербург,https://www.studiorent.ru/studios/200378/,https://t.me/spb_sm_studio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в SM STUDIO (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: B7%D0%B0%D0%BB+SM+STUDIO+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F200378%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,yanari_studio,Санкт-Петербург,https://www.studiorent.ru/studios/201412/,https://t.me/yanari_studio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в yanari_studio (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: pb/studios/?raion_spb[]=1098"">Василеостровский</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 10 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,Business Stream,Санкт-Петербург,https://www.studiorent.ru/studios/156604/,https://t.me/indance85,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Business Stream (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 2; Telegram из блока связи с предзаполненным текстом; evidence: B0%D0%BB+Business+Stream+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F156604%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,студия Фотка,Санкт-Петербург,https://www.studiorent.ru/studios/208182/,https://t.me/FotkaStudio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в студия Фотка (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: =""/spb/studios/?raion_spb[]=1109"">Петроградский</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 9 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,Опен Студия,Санкт-Петербург,https://www.studiorent.ru/studios/131616/,https://t.me/open_studio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Опен Студия (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 3; Telegram из блока связи с предзаполненным текстом; evidence: ef=""/spb/studios/?raion_spb[]=1114"">Центральный</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 9 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
2026-09-05,Классическая Точка,Санкт-Петербург,https://www.studiorent.ru/studios/177297/,https://t.me/ClassicPointSpb,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Классическая Точка (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: %D0%BE%D1%87%D0%BA%D0%B0+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F177297%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,Студия Блок,Санкт-Петербург,https://www.studiorent.ru/studios/198123/,https://t.me/blockspb_studio,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Студия Блок (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: %D0%91%D0%BB%D0%BE%D0%BA+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F198123%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,DeFox Studio / Фотостудия ДеФокс,Санкт-Петербург,https://www.studiorent.ru/studios/189227/,https://t.me/Denphenix,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в DeFox Studio / Фотостудия ДеФокс (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 1; Telegram из блока связи с предзаполненным текстом; evidence: D0%B0%D0%BB+DeFox+Studio+https%3A%2F%2Fwww.studiorent.ru%2Fstudios%2F189227%2F""> <i class=""fa fa-whatsapp fa-2x text-success me-2"" aria-hidden=""true""></i> </a> <a href="""
2026-09-05,Stormy Studio,Санкт-Петербург,https://www.studiorent.ru/studios/204538/,https://t.me/stormy_studio2,не в дневной порции (резерв),нет,"Здравствуйте! Вижу, запись в Stormy Studio (СПб) идёт через Telegram / переписку.

Сделали бота только под почасовую аренду зала: клиент по одной ссылке выбирает слот, вносит предоплату, неоплаченный слот сгорает, напоминание за 24 ч и за 2 ч.

Не CRM и не виджет. За вечер: название, зал, часы, цена — сразу ссылка и QR.
Тарифы 490 / 990 ₽ в месяц. Демо: https://t.me/Studio_book_bot
Коротко на сайте: https://studiobook.com.ru

Если не актуально — напишите, больше не потревожу.","studiorent; залов: 2; Telegram из блока связи с предзаполненным текстом; evidence: =""/spb/studios/?raion_spb[]=1109"">Петроградский</a></span> </li> <li><i class=""fa-li fa fa-clock-o""></i> с 9 до 22</li></ul> Быстрая связь <div class=mt-2> <a href="""
