date_batch,studio_name,city,catalog_url,telegram_url,skip_reason,send_today,draft_message,note_for_human
2026-09-05,F1 Фото,Екатеринбург,https://taplink.cc/f1.studio,https://t.me/+79950888095,инвайт t.me/+…,нет,,"Источник: Taplink F1, «СВЯЗАТЬСЯ / Telegram переписка» ведёт на t.me/+номер; инвайты запрещены."
2026-09-05,Перевёрнутый дом,Екатеринбург,https://upsidedownekb.ru,https://t.me/+79634435545,инвайт t.me/+…,нет,,"Источник: сайт upsidedownekb.ru, соцссылка Telegram на t.me/+номер; не использовать инвайт."
2026-09-05,Наше время СССР,Екатеринбург,https://nashe-vremja-sssr.clients.site,https://t.me/+79655247733,инвайт t.me/+…,нет,,"Источник: clients.site «Наше время СССР», кнопка Telegram на t.me/+номер; пропустить как инвайт."
2026-09-05,Dew Light,Екатеринбург,https://m.vk.com/dewlight,https://t.me/dewlightekb,канал без ЛС,нет,,"Источник: VK Dew Light, текст «подписаться на канал t.me/dewlightekb»; проверить отсутствие отдельной ЛС админа."
2026-09-05,FOTOHOUSE,Екатеринбург,https://taplink.cc/fotohouseekb,https://t.me/fotohouseekb,канал без ЛС,нет,,"Источник: Taplink FOTOHOUSE, блок «Телеграмм канал»; не брать как ЛС, пока нет username админа."
2026-09-05,Maneken,Екатеринбург,https://maneken-studio.ru,,нет TG,нет,,"Источник: maneken-studio.ru и VK @manekenstudio; на сайте видна онлайн-запись/телефон, публичного Telegram username не найдено."
2026-09-05,Chuvstvo,Екатеринбург,https://chuvstvoekb.com,,нет TG,нет,,"Источник: chuvstvoekb.com, запись через WhatsApp/Telegram по номеру без username; не парсить телефон."
2026-09-05,Komnata018,Екатеринбург,https://taplink.cc/komnata018,,нет TG,нет,,"Источник: Taplink Komnata018; в HTML не найдено публичного t.me username, проверить вручную только визуально."
2026-09-05,I am photostudio,Екатеринбург,https://taplink.cc/iam_photostudio,,нет TG,нет,,"Источник: Taplink iam_photostudio; публичный Telegram username не найден, оставить в резерве."
2026-09-05,GLXY studio,Екатеринбург,https://taplink.cc/glxystudio,,нет TG,нет,,"Источник: Taplink glxystudio; Telegram username не найден, проверить вручную позже."
