date_batch,studio_name,city,catalog_url,telegram_url,skip_reason,send_today,draft_message,note_for_human
2026-09-05,Snap,Новосибирск,https://snap-studio.ru/,https://t.me/+79950101091,инвайт t.me/+…,нет,,"Источник: snap-studio.ru, «Написать в Telegram по номеру» ведёт на t.me/+номер; инвайт запрещён."
2026-09-05,Bernini,Новосибирск,https://taplink.cc/bernini,https://t.me/+79833208955,инвайт t.me/+…,нет,,"Источник: Taplink Bernini, блок TELEGRAM → t.me/+номер; пропустить как инвайт."
2026-09-05,TriO,Новосибирск,https://trio-photostudio.ru/,,нет TG,нет,,"Источник: trio-photostudio.ru, бронирование через телефон/Telegram по номеру без username; телефон не парсим."
2026-09-05,Photoroof,Новосибирск,https://photoplace.pro/novosibirsk/3490-photoroof,,нет TG,нет,,"Источник: Photoplace/Smile snippet, бронь 24/7 через yclients; публичный TG username не найден."
2026-09-05,Moonstone,Новосибирск,https://photoplace.pro/novosibirsk/moonstone,,сеть,нет,,"Источник: Photoplace NSK, у Moonstone 35 залов в выгрузке; сеть/крупный формат, не приоритет."
2026-09-05,Твоя фантазия,Новосибирск,https://yourfantasyphotostudio.orgs.biz/,https://t.me/anyayarche_bot,нет TG,нет,,"Источник: orgs.biz «Твоя фантазия», указан TG-бот @anyayarche_bot; не похоже на ЛС студии/админа."
2026-09-05,Inside,Новосибирск,https://taplink.cc/inside.photostudio.nsk,,нет TG,нет,,Источник: Taplink inside.photostudio.nsk; публичный t.me username в HTML не найден.
2026-09-05,Mikki,Новосибирск,https://taplink.cc/mikki.photo,,нет TG,нет,,"Источник: Taplink mikki.photo; аренда есть, но публичный TG username не найден."
2026-09-05,Spitol,Новосибирск,https://photoplace.pro/novosibirsk/spitol,,нет TG,нет,,Источник: Instagram snippet «телеграмм/max» без username и Photoplace; не выдумывать handle.
2026-09-05,Royal Studio,Новосибирск,https://www.nvb.ru/firmy-novosibirska/interernaya-fotostudiya-royal-studio.html,,нет TG,нет,,"Источник: NVB snippet «Royal Studio в Telegram.me: 79939949485»; это номер, не username."
